,op_max_wait_time,op_max_detour_time_factor,avg_fs,rq_type,op_reservation_module,op_rh_reservation_max_routes,op_short_term_horizon,op_module,sim_env,scenario_name,rq_file,demand_folder,demand_type,demand_scalar,op_fleet_composition,op_vr_control_func_dict,sample,config_str,op_depot_file,op_dyn_fs_method,op_act_fs_file
20,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.25/sample_20/IB_900_UT_FB_1/,line91_week/planned/0.25/sample_20.csv,line91_week,reservation,0.25,flex_bus:1,func_key:user_times,sample_20,IB_900_UT_FB_1,,,
21,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.25/sample_21/IB_900_UT_FB_1/,line91_week/planned/0.25/sample_21.csv,line91_week,reservation,0.25,flex_bus:1,func_key:user_times,sample_21,IB_900_UT_FB_1,,,
22,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.25/sample_22/IB_900_UT_FB_1/,line91_week/planned/0.25/sample_22.csv,line91_week,reservation,0.25,flex_bus:1,func_key:user_times,sample_22,IB_900_UT_FB_1,,,
23,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.25/sample_23/IB_900_UT_FB_1/,line91_week/planned/0.25/sample_23.csv,line91_week,reservation,0.25,flex_bus:1,func_key:user_times,sample_23,IB_900_UT_FB_1,,,
24,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.25/sample_24/IB_900_UT_FB_1/,line91_week/planned/0.25/sample_24.csv,line91_week,reservation,0.25,flex_bus:1,func_key:user_times,sample_24,IB_900_UT_FB_1,,,
25,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_0/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_0.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,
26,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_1/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_1.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,
27,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_2/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_2.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,
28,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_3/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_3.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,
29,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_4/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_4.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,
30,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_5/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_5.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,
31,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_6/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_6.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,
32,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_7/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_7.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,
33,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_8/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_8.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,
34,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_9/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_9.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,
35,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_10/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_10.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_10,IB_900_UT_FB_1,,,
36,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_11/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_11.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_11,IB_900_UT_FB_1,,,
37,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_12/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_12.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_12,IB_900_UT_FB_1,,,
38,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_13/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_13.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_13,IB_900_UT_FB_1,,,
39,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_14/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_14.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_14,IB_900_UT_FB_1,,,
40,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_15/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_15.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_15,IB_900_UT_FB_1,,,
41,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_16/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_16.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_16,IB_900_UT_FB_1,,,
42,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_17/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_17.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_17,IB_900_UT_FB_1,,,
43,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_18/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_18.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_18,IB_900_UT_FB_1,,,
44,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_19/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_19.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_19,IB_900_UT_FB_1,,,
45,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_20/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_20.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_20,IB_900_UT_FB_1,,,
46,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_21/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_21.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_21,IB_900_UT_FB_1,,,
47,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_22/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_22.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_22,IB_900_UT_FB_1,,,
48,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_23/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_23.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_23,IB_900_UT_FB_1,,,
49,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.5/sample_24/IB_900_UT_FB_1/,line91_week/planned/0.5/sample_24.csv,line91_week,reservation,0.5,flex_bus:1,func_key:user_times,sample_24,IB_900_UT_FB_1,,,
50,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_0/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_0.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,
51,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_1/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_1.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,
52,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_2/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_2.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,
53,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_3/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_3.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,
54,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_4/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_4.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,
55,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_5/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_5.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,
56,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_6/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_6.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,
57,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_7/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_7.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,
58,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_8/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_8.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,
59,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_9/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_9.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,
60,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_10/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_10.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_10,IB_900_UT_FB_1,,,
61,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_11/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_11.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_11,IB_900_UT_FB_1,,,
62,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_12/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_12.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_12,IB_900_UT_FB_1,,,
63,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_13/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_13.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_13,IB_900_UT_FB_1,,,
64,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_14/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_14.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_14,IB_900_UT_FB_1,,,
65,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_15/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_15.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_15,IB_900_UT_FB_1,,,
66,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_16/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_16.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_16,IB_900_UT_FB_1,,,
67,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_17/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_17.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_17,IB_900_UT_FB_1,,,
68,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_18/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_18.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_18,IB_900_UT_FB_1,,,
69,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_19/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_19.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_19,IB_900_UT_FB_1,,,
70,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_20/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_20.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_20,IB_900_UT_FB_1,,,
71,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_21/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_21.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_21,IB_900_UT_FB_1,,,
72,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_22/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_22.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_22,IB_900_UT_FB_1,,,
73,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_23/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_23.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_23,IB_900_UT_FB_1,,,
74,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/0.75/sample_24/IB_900_UT_FB_1/,line91_week/planned/0.75/sample_24.csv,line91_week,reservation,0.75,flex_bus:1,func_key:user_times,sample_24,IB_900_UT_FB_1,,,
75,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/1.0/sample_0/IB_900_UT_FB_1/,line91_week/planned/1.0/sample_0.csv,line91_week,reservation,1.0,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,
76,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/1.0/sample_1/IB_900_UT_FB_1/,line91_week/planned/1.0/sample_1.csv,line91_week,reservation,1.0,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,
77,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/1.0/sample_2/IB_900_UT_FB_1/,line91_week/planned/1.0/sample_2.csv,line91_week,reservation,1.0,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,
78,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/1.0/sample_3/IB_900_UT_FB_1/,line91_week/planned/1.0/sample_3.csv,line91_week,reservation,1.0,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,
79,900,75,1.0,IndividualConstraintRequest,RollingHorizon,50,900,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,line91_week/planned/1.0/sample_4/IB_900_UT_FB_1/,line91_week/planned/1.0/sample_4.csv,line91_week,reservation,1.0,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,
